22435.5556641,8015.24707031,35558.1123047,26621.7358398,1615.94140625
31041.5014648,8373.62866211,50545.0046387,28722.6691895,2295.38696289
21529.9709473,8303.53515625,34866.6662598,27495.59375,1584.82763672
22278.1293945,8183.63183594,35075.1450195,27115.5390625,1593.91088867
34292.3552246,10515.1022949,51677.7167969,33940.6523438,2348.88867188
23033.7087402,8317.82446289,36890.2988281,27526.8776855,1676.70947266
17450.015625,7284.68774414,28944.6611328,24373.5473633,1315.29785156
41263.9787598,11578.1896973,61402.8952637,37003.5158691,2791.13769531
34831.623291,10142.3659668,52575.9433594,32886.3200684,2389.93798828
41377.4499512,11992.8996582,61872.3769531,38059.1970215,2812.68017578
24380.3405762,8479.16992188,38315.7094727,28085.1945801,1741.32128906
16289.6333008,7076.93041992,27907.4829102,23835.6230469,1267.45019531
15462.5754395,6909.96679688,27151.8188477,23394.7961426,1233.29418945
29854.5541992,9889.11694336,45968.175293,32197.6403809,2089.43676758
39283.8671875,11355.7062988,58562.6164551,36218.6484375,2662.09301758
21459.5061035,7682.48291016,34649.9267578,25456.1604004,1574.78491211
33080.1494141,11589.4318848,53960.9819336,38946.0883789,2452.19165039
18383.6972656,7332.18041992,31377.2678223,24688.4777832,1425.66943359
27084.9455566,9114.34765625,41974.5874023,29982.1577148,1907.72143555
18589.902832,7275.40283203,30549.871582,24275.7250977,1388.32592773
19943.4604492,7597.26782227,32489.5639648,25320.5043945,1476.52026367
32755.411377,10323.1452637,49636.1503906,33411.923584,2256.05371094
24326.7524414,7613.41503906,40903.1430664,26328.4489746,1858.07202148
20396.3110352,7839.23364258,33029.8789063,26168.8833008,1500.88745117
37490.1723633,12756.2565918,60323.3151855,42009.6533203,2742.08276367
26991.9291992,8786.92480469,42051.2602539,29016.4472656,1911.21362305
17605.8173828,6885.07568359,29769.6870117,23211.3361816,1352.60986328
41012.1181641,11447.4140625,60986.3579102,36678.817627,2772.20849609
27999.8041992,9190.39697266,42893.6896973,30114.755127,1949.30761719
27583.798584,9501.42504883,43091.3173828,31041.8874512,1958.30566406
19065.6982422,6922.62402344,33380.6140137,24228.4558105,1515.79418945
18569.1120605,7686.38549805,30376.2954102,25636.998291,1379.86767578
19176.6491699,7755.86279297,31184.1462402,25878.6520996,1416.90869141
20713.9567871,7438.65405273,35706.4211426,25765.1396484,1622.05957031
21304.767334,7284.06982422,36698.2578125,25369.5102539,1666.88745117
36113.9067383,12820.9482422,58828.668457,42416.328125,2674.00585938
44795.7924805,11100.1538086,63346.9101563,36094.597168,2879.13354492
23453.1862793,8828.38916016,37335.0632324,29064.6501465,1696.52709961
31462.4550781,11512.1379395,51692.9851074,38738.963623,2349.11425781
28734.0891113,9766.25024414,44431.6347656,31761.2036133,2019.41040039
31131.0187988,9519.79443359,47772.6516113,31173.1567383,2171.56103516
37690.0788574,12169.220459,59738.9008789,40559.0583496,2714.99121094
27288.5544434,8422.71777344,42603.2243652,27915.2854004,1936.14697266
23896.404541,8668.01342773,38029.833252,28575.9863281,1728.51123047
43498.0258789,13081.6230469,67675.873291,43254.7531738,3075.9230957
16258.1374512,7248.05517578,27551.736084,24368.9643555,1251.46630859
25845.3688965,9293.67822266,40717.6442871,30428.6599121,1850.35522461
33593.0849609,10885.1931152,51346.1848145,35082.9655762,2333.93383789
26122.8920898,7274.47631836,44923.2939453,25197.5112305,2039.13452148
17264.2507324,7171.85839844,29983.270752,24219.2595215,1362.1887207
26825.7243652,8535.64233398,41662.026123,28257.9851074,1893.48828125
48033.746582,11731.5605469,69835.3447266,37620.0253906,3174.22753906
20366.3964844,7855.88452148,32945.3771973,26209.8967285,1497.02929688
21449.1784668,8240.75683594,34398.3603516,27260.6391602,1562.98950195
20527.0766602,7851.65112305,33293.5703125,26095.0854492,1513.1550293
31813.1520996,10394.0727539,48486.9550781,33512.9355469,2204.1003418
34620.2983398,9839.56640625,53031.6464844,32300.2067871,2410.62011719
36335.2697754,10704.5197754,54346.0209961,34671.2763672,2470.18237305
49456.1181641,11040.2731934,69272.6791992,35896.144043,3148.48071289
17305.9375,7468.89941406,28735.2712402,24980.8071289,1305.15356445
31911.1889648,10088.2990723,48795.6845703,32881.7937012,2217.90161133
27426.1464844,9215.46142578,42971.0876465,30233.112793,1953.18676758
47874.8393555,11552.1174316,68574.6289063,37448.1938477,3116.60864258
55142.4943848,11707.1630859,76329.737793,37694.3759766,3469.21240234
15291.8847656,6735.42797852,27042.1665039,22835.7976074,1228.13867188
17496.0632324,7354.07470703,28998.0566406,24656.4851074,1317.51660156
25995.793457,9378.25439453,40627.1782227,30682.4890137,1846.42016602
6324.14160156,11013.5292969,22728.7128906,20077.2756348,1013.44824219
6329.90771484,8378.19384766,17137.5576172,14769.8552246,760.436035156
6077.53491211,10289.373291,21572.2744141,18745.8500977,955.065917969
19375.6594238,12728.2277832,40082.2119141,21344.6555176,1800.00805664
6206.11450195,8397.08374023,16916.7001953,14790.0388184,751.229003906
6324.01147461,8586.45385742,17343.7548828,15174.4846191,771.440673828
4039.92626953,5081.33081055,17882.1665039,21972.1835938,797.601074219
32971.9785156,14264.5605469,53166.8166504,21353.3303223,2393.7175293
7295.73217773,6395.77856445,16457.3977051,11333.9821777,726.923828125
6038.43383789,10583.4165039,21814.6938477,19252.1918945,970.350585938
14730.7907715,9730.64257813,28287.1628418,15928.7185059,1265.86621094
23485.0544434,11332.0654297,40202.5888672,17540.9699707,1805.6784668
8554.4543457,8398.32519531,20146.5288086,14594.2910156,897.271240234
6736.82104492,10066.673584,21991.239502,18166.2663574,972.902832031
3178.04858398,4557.38720703,15520.7258301,19751.7634277,691.304931641
23230.4260254,10340.5249023,40428.206543,34951.105957,1835.57519531
19048.6279297,9282.83642578,34206.2255859,31784.1396484,1551.65795898
21158.8569336,11057.8442383,41524.2802734,38592.338623,1885.86669922
23144.3220215,10490.2756348,43544.7900391,36332.6696777,1977.03808594
20414.4790039,10783.4414063,40306.1447754,37572.0058594,1830.32617188
17516.8164063,9143.23803711,31942.4880371,31286.3364258,1449.01367188
20170.4851074,9295.40136719,35666.9611816,31695.1057129,1618.38989258
19679.1196289,10467.6992188,38953.0222168,36435.8837891,1768.60742188
16276.7963867,7046.82373047,27024.8378906,23419.2937012,1225.71704102
20754.8564453,9372.20092773,36316.6113281,31713.6381836,1648.23632813
26789.9506836,10865.2666016,45629.2246094,36414.2099609,2072.46020508
20978.9125977,9838.87866211,36689.4389648,33047.4855957,1666.22436523
17982.2702637,9295.18188477,32596.1606445,31694.3806152,1479.00439453
16791.4296875,12246.4558105,39248.0002441,17999.2053223,1779.53955078
